season	category	title	status	note	best	best_reported	checked	have	source	released	description
11	Main Show	The Time Warrior (2)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Scientists are disappearing from a research centre and turning up in the Middle Ages, put to work by a robber baron. A stranded Sontaran is repairing his ship with their help and has promised the baron weapons.
11	Main Show	The Time Warrior (3)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Scientists are disappearing from a research centre and turning up in the Middle Ages, put to work by a robber baron. A stranded Sontaran is repairing his ship with their help and has promised the baron weapons.
11	Main Show	The Time Warrior (4)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Scientists are disappearing from a research centre and turning up in the Middle Ages, put to work by a robber baron. A stranded Sontaran is repairing his ship with their help and has promised the baron weapons.
11	Main Show	Invasion of the Dinosaurs (1)	ok		576p DVD		2026-09-15	688x512 25fps MP3			London is evacuated and patrolled by soldiers while dinosaurs appear in the empty streets. The people behind it believe they are saving the world, and a great many of them are in government.
11	Main Show	Invasion of the Dinosaurs (2)	ok		576p DVD		2026-09-15	688x512 25fps MP3			London is evacuated and patrolled by soldiers while dinosaurs appear in the empty streets. The people behind it believe they are saving the world, and a great many of them are in government.
11	Main Show	Invasion of the Dinosaurs (3)	ok		576p DVD		2026-09-15	688x512 25fps MP3			London is evacuated and patrolled by soldiers while dinosaurs appear in the empty streets. The people behind it believe they are saving the world, and a great many of them are in government.
11	Main Show	Invasion of the Dinosaurs (4)	ok		576p DVD		2026-09-15	688x512 25fps MP3			London is evacuated and patrolled by soldiers while dinosaurs appear in the empty streets. The people behind it believe they are saving the world, and a great many of them are in government.
11	Main Show	Invasion of the Dinosaurs (5)	ok		576p DVD		2026-09-15	688x512 25fps MP3			London is evacuated and patrolled by soldiers while dinosaurs appear in the empty streets. The people behind it believe they are saving the world, and a great many of them are in government.
11	Main Show	Invasion of the Dinosaurs (6)	ok		576p DVD		2026-09-15	688x512 25fps MP3			London is evacuated and patrolled by soldiers while dinosaurs appear in the empty streets. The people behind it believe they are saving the world, and a great many of them are in government.
11	Main Show	Death to the Daleks (1)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			The TARDIS loses all power on Exxilon, where a living city drains every machine that comes near it. A Dalek ship is grounded for the same reason, and both crews need the same thing to leave.
11	Main Show	Death to the Daleks (2)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			The TARDIS loses all power on Exxilon, where a living city drains every machine that comes near it. A Dalek ship is grounded for the same reason, and both crews need the same thing to leave.
11	Main Show	Death to the Daleks (3)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			The TARDIS loses all power on Exxilon, where a living city drains every machine that comes near it. A Dalek ship is grounded for the same reason, and both crews need the same thing to leave.
11	Main Show	Death to the Daleks (4)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			The TARDIS loses all power on Exxilon, where a living city drains every machine that comes near it. A Dalek ship is grounded for the same reason, and both crews need the same thing to leave.
11	Main Show	The Monster of Peladon (1)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Fifty years on, Peladon's trisilicate mines are in dispute and the ghost of Aggedor is appearing to the miners. The Federation is at war and needs the ore, and somebody is making sure the strike continues.
11	Main Show	The Monster of Peladon (2)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Fifty years on, Peladon's trisilicate mines are in dispute and the ghost of Aggedor is appearing to the miners. The Federation is at war and needs the ore, and somebody is making sure the strike continues.
11	Main Show	The Monster of Peladon (3)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Fifty years on, Peladon's trisilicate mines are in dispute and the ghost of Aggedor is appearing to the miners. The Federation is at war and needs the ore, and somebody is making sure the strike continues.
11	Main Show	The Monster of Peladon (4)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Fifty years on, Peladon's trisilicate mines are in dispute and the ghost of Aggedor is appearing to the miners. The Federation is at war and needs the ore, and somebody is making sure the strike continues.
11	Main Show	The Monster of Peladon (5)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Fifty years on, Peladon's trisilicate mines are in dispute and the ghost of Aggedor is appearing to the miners. The Federation is at war and needs the ore, and somebody is making sure the strike continues.
11	Main Show	The Monster of Peladon (6)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Fifty years on, Peladon's trisilicate mines are in dispute and the ghost of Aggedor is appearing to the miners. The Federation is at war and needs the ore, and somebody is making sure the strike continues.
11	Main Show	Planet of the Spiders (1)	ok		576p DVD		2026-09-15	688x512 25fps MP3			A meditation centre in the country is a front for something reaching through from Metebelis Three. The giant spiders there want the blue crystal the Doctor took, and they can ride a human spine to get it.
11	Main Show	Planet of the Spiders (2)	ok		576p DVD		2026-09-15	688x512 25fps MP3			A meditation centre in the country is a front for something reaching through from Metebelis Three. The giant spiders there want the blue crystal the Doctor took, and they can ride a human spine to get it.
11	Main Show	Planet of the Spiders (3)	ok		576p DVD		2026-09-15	688x512 25fps MP3			A meditation centre in the country is a front for something reaching through from Metebelis Three. The giant spiders there want the blue crystal the Doctor took, and they can ride a human spine to get it.
11	Main Show	Planet of the Spiders (4)	ok		576p DVD		2026-09-15	688x512 25fps MP3			A meditation centre in the country is a front for something reaching through from Metebelis Three. The giant spiders there want the blue crystal the Doctor took, and they can ride a human spine to get it.
11	Main Show	Planet of the Spiders (5)	ok		576p DVD		2026-09-15	688x512 25fps AC-3			A meditation centre in the country is a front for something reaching through from Metebelis Three. The giant spiders there want the blue crystal the Doctor took, and they can ride a human spine to get it.
11	Main Show	Planet of the Spiders (6)	ok		576p DVD		2026-09-15	688x512 25fps MP3			A meditation centre in the country is a front for something reaching through from Metebelis Three. The giant spiders there want the blue crystal the Doctor took, and they can ride a human spine to get it.
12	Main Show	Robot (1)	ok		1080p Blu-ray		2026-09-15	720x576 29.97fps AC-3			A newly regenerated Doctor is barely on his feet when UNIT is called to a theft of top secret plans. A research institute has built a robot with a conscience, and the people using it have a list of demands.
12	Main Show	Robot (2)	ok		1080p Blu-ray		2026-09-15	720x576 29.97fps AC-3			A newly regenerated Doctor is barely on his feet when UNIT is called to a theft of top secret plans. A research institute has built a robot with a conscience, and the people using it have a list of demands.
12	Main Show	Robot (3)	ok		1080p Blu-ray		2026-09-15	720x576 29.97fps AC-3			A newly regenerated Doctor is barely on his feet when UNIT is called to a theft of top secret plans. A research institute has built a robot with a conscience, and the people using it have a list of demands.
12	Main Show	Robot (4)	ok		1080p Blu-ray		2026-09-15	720x576 29.97fps AC-3			A newly regenerated Doctor is barely on his feet when UNIT is called to a theft of top secret plans. A research institute has built a robot with a conscience, and the people using it have a list of demands.
12	Main Show	The Ark in Space (1)	ok		1080p Blu-ray		2026-09-15	720x576 25fps AC-3			Thousands of years on, the last of humanity sleeps in a space station waiting for the Earth to recover. Something crawled aboard before the doors closed, and it has been laying its eggs in the sleepers.
12	Main Show	The Ark in Space (2)	ok		1080p Blu-ray		2026-09-15	720x576 25fps AC-3			Thousands of years on, the last of humanity sleeps in a space station waiting for the Earth to recover. Something crawled aboard before the doors closed, and it has been laying its eggs in the sleepers.
12	Main Show	The Ark in Space (3)	ok		1080p Blu-ray		2026-09-15	720x576 25fps AC-3			Thousands of years on, the last of humanity sleeps in a space station waiting for the Earth to recover. Something crawled aboard before the doors closed, and it has been laying its eggs in the sleepers.
12	Main Show	The Ark in Space (4)	ok		1080p Blu-ray		2026-09-15	720x576 25fps AC-3			Thousands of years on, the last of humanity sleeps in a space station waiting for the Earth to recover. Something crawled aboard before the doors closed, and it has been laying its eggs in the sleepers.
12	Main Show	The Sontaran Experiment (1)	ok		1080p Blu-ray		2026-09-15	720x576 29.97fps AC-3			On an abandoned Earth, a handful of survey astronauts are being taken one at a time and nobody knows by what. A Sontaran has landed to test how much punishment a human body will take before the invasion.
12	Main Show	The Sontaran Experiment (2)	ok		1080p Blu-ray		2026-09-15	720x576 29.97fps AC-3			On an abandoned Earth, a handful of survey astronauts are being taken one at a time and nobody knows by what. A Sontaran has landed to test how much punishment a human body will take before the invasion.
12	Main Show	Genesis of the Daleks (1)	ok		1080p Blu-ray		2026-09-15	720x576 25fps AC-3			The Time Lords divert the Doctor to Skaro at the moment the Daleks are being created, and ask him to stop it. Davros is close to finishing, and the Doctor has to decide whether he has the right.
12	Main Show	Genesis of the Daleks (2)	ok		1080p Blu-ray		2026-09-15	720x576 25fps AC-3			The Time Lords divert the Doctor to Skaro at the moment the Daleks are being created, and ask him to stop it. Davros is close to finishing, and the Doctor has to decide whether he has the right.
12	Main Show	Genesis of the Daleks (3)	ok		1080p Blu-ray		2026-09-15	720x576 25fps AC-3			The Time Lords divert the Doctor to Skaro at the moment the Daleks are being created, and ask him to stop it. Davros is close to finishing, and the Doctor has to decide whether he has the right.
12	Main Show	Genesis of the Daleks (4)	ok		1080p Blu-ray		2026-09-15	720x576 25fps AC-3			The Time Lords divert the Doctor to Skaro at the moment the Daleks are being created, and ask him to stop it. Davros is close to finishing, and the Doctor has to decide whether he has the right.
